yield.t.ha.,Phosphorus_ppm
7.5947,27
2.6596,13
8.0052,22
7.3104,39
4.26802,18
9.62307,16
8.86464,23
10.0812,23
9.07737,15
6.79361,38
9.10209,33
8.17046,46
8.05075,61
9.25393,32
10.5963,30
6.02438,20
7.52064,18
9.57125,33
9.37228,42
9.05165,36
9.91395,47
7.81731,30
9.06972,46
10.1363,41
7.40051,34
8.02104,52
9.20193,39
9.62912,41
8.60247,18
7.28238,12
9.85743,37
9.29088,19
3.41469,12
10.0281,26
9.45271,33
8.84834,16
8.63573,29
8.92865,38
8.31486,18
10.0029,16
8.59862,19
7.01582,19
8.7101,18
3.96866,30
9.53694,18
4.69984,18
4.5273,15
8.58795,11
9.82973,12
9.71536,20
5.97472,31
8.06888,15
6.55824,31
5.1318,29
8.99119,18
7.54119,11
8.12534,12
8.16779,17
9.66011,20
10.3213,24
6.88756,12
10.5042,37
8.64695,15
10.7401,27
10.8497,21
8.64375,16
9.51575,12
11.114,18
9.4144,11
9.05478,19
9.12436,14
7.87741,25
10.7283,34
11.5165,21
10.9521,13
9.33393,16
10.2416,18
8.93573,14
9.22114,20
10.9262,21
10.7215,21
10.7614,34
9.38083,15
5.51133,16
5.09838,15
10.0724,24
8.89849,14
9.73657,32
8.86571,12
11.0463,31
9.88569,29
8.91239,14
10.7775,31
9.2077,17
10.6074,27
10.9285,22
9.79085,16
8.89928,13
10.8534,16
11.3448,19
11.0401,47
10.7612,19
9.27551,18
9.16966,22
9.92772,15
9.68001,15
10.5689,25
8.99256,43
8.52237,15
9.55942,19
11.4291,47
11.1324,9
10.0829,22
11.1162,14
8.80322,15
11.1634,19
9.7565,21
9.19113,15
8.19424,13
11.2643,46
11.0283,12
9.9744,18
9.00088,22
9.18324,18
11.3927,45
9.06592,21
10.3713,14
11.0319,15
9.37025,30
10.0907,17
9.52011,16
9.26443,35
10.3709,15
9.53303,14
9.50526,17
11.0793,38
8.55764,22
9.71083,12
9.3068,12
10.1099,11
10.7945,12
10.8241,22
9.74494,14
11.2938,22
7.96575,25
7.35683,24
9.92398,23
10.4637,33
9.65417,31
8.47181,20
9.13093,29
10.0852,20
11.2714,8
7.47513,21
9.12081,31
10.2707,8
7.88999,15
10.5453,16
11.1562,31
9.52534,22
7.69584,22
7.87,21
10.9729,12
8.60542,22
7.94133,12
10.7474,12
6.7044,15
8.262,21
10.0737,22
8.65613,42
10.6789,18
8.19224,19
11.4229,8
8.9219,22
10.0166,17
10.9446,14
9.32931,13
8.3659,13
8.69791,13
11.4643,27
11.1561,13
9.51462,16
9.85067,20
10.9462,15
11.539,15
11.5212,25
10.1524,31
10.0844,33
8.79011,10
11.4145,15
9.87003,14
10.8434,21
8.82808,21
9.83495,12
10.0518,17
10.2695,16
9.94717,15
10.8925,16
9.30013,26
9.59787,28
9.31875,20
9.47985,34
8.80967,24
9.85427,28
11.2778,15
10.1116,14
9.96859,32
10.5135,32
7.4747,15
8.07708,20
9.61313,24
10.1957,32
9.31151,22
10.0896,12
10.2534,17
8.54309,27
9.10615,13
8.78562,19
7.57766,62
8.33572,49
7.27825,49
7.61038,110
7.40622,102
7.45794,104
9.42245,64
7.95545,112
9.52928,45
7.76359,28
9.54834,44
7.5078,60
8.95327,32
8.77259,17
7.28655,132
8.20876,132
8.20939,76
7.86107,40
7.77845,113
8.72743,14
7.88654,16
7.38896,19
8.24818,47
7.5716,13
3.07603,20
3.90553,12
5.23058,16
8.50466,45
3.91609,14
7.33816,25
8.57063,15
7.9024,8
7.41545,12
8.24669,21
6.67134,27
8.26245,77
7.34425,12
6.53936,11
6.5914,17
9.07363,20
8.49438,21
4.53964,11
7.86526,11
6.00116,22
10.2045,63
10.2004,45
10.5134,48
9.75879,47
10.4285,57
10.5597,50
10.2998,70
10.2893,47
10.4283,52
9.71122,56
7.74977,20
9.65206,28
8.72914,34
9.30325,34
10.0988,29
8.53944,28
10.0867,29
10.0683,30
9.82506,28
9.25371,32
8.96567,18
9.43393,22
8.7094,18
8.48194,18
10.2522,28
7.41594,14
10.915,20
8.77683,38
10.3289,27
7.78938,24
12.084,21
7.86151,30
7.05153,24
12.2017,23
11.7901,25
7.19695,36
6.95416,25
12.1943,21
11.8416,23
6.81993,24
12.6534,22
12.3439,24
8.84254,13
7.0575,12
11.6017,30
9.8334,9
8.55376,14
12.0295,19
9.86097,17
9.2355,22
9.79564,12
10.0428,17
9.27821,37
9.86175,20
9.75665,28
9.32862,17
8.55086,41
9.70418,35
9.30797,14
9.96507,13
9.21135,20
10.2524,15
9.69313,18
10.0221,38
9.69936,23
10.0389,16
9.43068,19
10.1391,26
8.66652,18
8.29468,29
9.52957,20
9.75062,16
9.35345,17
9.83046,20
8.87352,28
7.87539,27
9.61737,17
9.54849,28
9.21963,31
8.49325,13
9.10938,22
9.68868,18
10.1281,28
8.95249,31
9.09732,11
10.5346,28
10.4174,46
9.62635,17
8.66255,15
9.40749,16
9.60056,26
8.90959,15
7.84076,16
10.8887,14
9.51976,26
8.20051,15
9.50519,16
10.15,32
9.46116,15
10.4879,28
10.7692,24
8.95118,9
9.1911,28
11.2054,21
10.3135,17
9.12455,13
9.74078,22
9.42864,22
9.6565,18
9.60926,13
9.0184,21
11.3787,15
8.89999,10
11.1089,21
10.8848,24
9.25238,10
8.83898,7
10.4585,18
9.17982,29
9.67772,30
9.03182,26
10.9224,22
8.54389,11
10.5227,16
10.3219,18
8.54732,9
9.37978,20
9.17447,12
8.80794,11
10.811,13
10.8675,24
9.08525,15
8.56449,19
9.91138,22
11.059,29
10.722,13
11.1648,23
11.44,18
10.7974,24
10.9047,23
10.8246,18
10.6632,21
11.0377,19
10.1282,23
11.0508,18
11.1152,21
10.4075,18
9.82137,24
11.2553,71
10.1424,17
10.4022,16
10.2767,15
11.3014,17
11.5869,27
11.8572,19
11.9993,26
8.99636,12
11.9329,31
12.3905,31
11.8972,19
9.14324,7
8.98229,9
8.14774,8
11.7306,31
12.1767,18
8.27952,9
11.1403,24
11.8297,23
11.7789,22
12.3016,14
12.2504,19
12.2688,15
11.6016,13
12.0531,12
12.1545,18
11.183,17
11.8672,12
10.3573,30
10.9991,24
10.9879,27
11.19,26
7.12252,28
7.99328,18
14.015,19
12.0048,24
8.51273,33
12.1947,24
8.08373,24
8.09744,25
11.83,23
7.22091,36
7.9196,24
12.8888,26
7.56124,24
7.46937,22
11.8963,51
11.9019,43
11.8848,41
12.1436,39
11.4446,50
11.0052,29
9.72556,35
11.1884,56
11.5001,28
11.6017,33
9.7825,31
9.38828,28
12.1786,35
1.12665,11
4.41418,10
12.3228,32
6.11597,11
11.8426,30
11.4785,28
11.9398,37
11.8004,31
9.95761,14
10.4775,14
6.73642,9
10.441,13
9.90666,16
9.99421,16
10.5051,14
7.06977,8
9.97547,16
10.5073,15
10.6454,17
5.24243,8
10.6877,19
10.6465,19
5.94352,7
6.68417,10
3.6537,11
6.4552,9
6.03003,11
10.0535,38
3.95419,9
10.8075,60
10.9243,38
9.6668,40
9.90836,41
6.76113,13
10.0346,42
9.73773,54
8.05598,11
10.3732,31
9.95583,36
6.62671,19
10.1854,51
9.8628,35
8.05446,14
6.87152,11
9.36083,21
8.78254,21
10.3092,31
9.67321,38
5.77008,17
7.70552,17
9.25278,61
9.25084,59
9.60001,27
8.68255,18
8.52001,22
7.82632,17
9.87724,38
4.97394,14
7.65082,14
9.27364,27
8.45169,10
7.58923,12
6.86364,27
7.14144,13
7.82141,25
9.54888,13
6.68539,13
9.14126,12
7.91765,11
10.9875,39
11.5695,47
11.5279,55
11.7712,44
11.7591,34
11.8851,52
11.0161,35
11.4064,34
11.5927,33
11.8238,40
11.7539,39
11.6481,42
11.5712,28
11.0355,40
11.4525,28
10.0498,16
9.74142,20
9.80336,15
9.81287,15
9.8022,16
10.7083,23
10.3394,21
10.7758,23
10.0044,15
8.55762,17
10.4217,15
10.1858,17
9.1344,14
10.1869,44
9.63817,23
9.15583,17
12.0869,19
12.8591,27
12.3748,22
12.4122,31
11.9042,14
11.3434,15
10.7274,15
11.2162,21
12.6844,30
11.9983,15
12.1811,20
12.527,20
11.9372,21
12.7078,34
12.2979,17
12.1148,19
12.277,39
12.2815,22
12.8769,35
12.6179,15
13.1468,34
11.7564,28
12.354,26
11.988,15
12.4688,32
12.3835,21
12.4147,15
12.5077,26
11.9496,41
11.2318,20
12.1754,25
12.9229,26
12.1388,17
12.3582,24
11.993,23
13.1937,23
9.20437,28
12.5503,18
12.787,17
12.6045,15
10.4044,25
12.6697,20
11.5437,18
12.3793,15
12.2056,19
11.4695,18
11.8794,18
10.4907,12
10.8785,11
10.5636,16
10.6122,12
10.9356,13
10.9529,21
11.2913,15
8.34317,29
10.6859,10
10.4066,14
10.8435,13
10.6119,15
9.31832,12
12.3665,18
12.3634,25
8.97831,16
12.2603,26
7.14515,15
9.92541,23
10.2073,16
9.32115,15
9.01618,15
9.41532,16
9.24797,19
7.55846,14
12.0373,19
9.07157,14
12.2485,25
6.98182,15
11.3011,15
8.63977,13
8.3578,14
7.97961,15
11.7811,17
9.4604,14
8.86724,12
10.1551,10
11.7576,20
10.3162,10
10.8338,10
10.7684,42
9.14338,11
11.8109,17
11.4317,17
9.89756,11
7.125,12
6.61233,9
5.28132,14
11.6981,14
11.5179,11
11.6267,17
11.8081,14
11.6582,30
11.6641,13
12.3961,14
11.7276,21
9.24994,15
8.38829,17
6.7298,19
9.49276,15
8.56096,10
8.99425,11
9.34523,17
6.31491,21
8.48067,16
5.80919,42
6.81117,23
8.80037,17
9.3263,17
6.92188,15
9.78569,21
7.21503,18
7.92706,11
8.71947,22
9.2754,22
7.69591,10
9.21585,27
6.30529,14
9.23293,39
8.25468,22
8.7332,33
9.44105,31
5.14933,16
8.12188,22
9.12253,18
7.86993,24
6.40014,21
9.69664,26
9.16208,21
8.40337,26
10.1529,17
7.76533,23
9.10017,17
10.2501,17
8.03122,28
7.08852,14
7.38719,15
9.71216,18
9.39407,14
9.23713,20
9.43053,24
6.96436,24
7.84794,18
9.74972,21
9.52049,10
7.50638,20
9.18052,29
8.93411,54
6.99317,20
7.43455,20
9.23979,24
7.81671,12
8.71507,13
8.09444,21
8.93497,19
8.65658,26
8.95298,21
9.6038,13
8.77366,11
9.47909,19
7.57598,13
7.94852,14
7.82734,15
8.22284,13
9.4367,30
9.3879,31
10.83,15
11.4757,15
10.7064,16
10.8252,18
11.2399,14
11.3938,14
11.2174,14
11.0156,13
10.105,22
10.9007,13
10.3705,17
10.6484,13
9.50521,23
11.9758,20
11.6684,25
11.9932,26
12.7867,25
12.2881,18
12.039,50
10.5345,7
7.71727,16
11.2178,27
9.40877,15
11.1919,40
11.5876,20
10.587,40
10.6866,23
10.144,16
7.2748,40
8.0799,28
8.04158,40
7.29469,87
5.21053,87
9.17683,12
8.65073,22
8.46891,20
11.001,21
11.4638,22
9.29123,26
10.807,19
10.308,29
11.6155,21
11.0436,19
11.703,19
12.6034,12
11.2305,18
10.82,15
8.85555,16
7.41527,12
11.555,14
10.0256,27
13.6152,35
12.5423,36
9.58944,27
7.29763,16
12.6046,20
11.4692,8
10.3343,16
10.2955,12
11.1738,19
11.8328,19
11.8637,45
11.5739,52
12.3324,23
13.2491,29
12.5986,19
14.8037,21
12.4136,29
10.3559,13
10.6009,21
9.55002,19
11.2241,20
10.5063,15
8.97661,21
8.74296,15
9.44855,13
9.64836,19
10.0173,29
10.2801,28
6.63267,21
10.0777,31
9.61019,28
6.86557,22
6.59763,21
8.04463,22
8.50679,35
7.01572,35
5.77144,18
6.10392,17
7.45121,18
8.63857,31
9.14888,29
8.83079,20
6.41818,19
7.48037,23
8.1215,27
6.76847,23
8.67297,20
5.89618,51
5.70703,24
7.5261,51
6.83929,51
8.2971,20
8.71209,19
7.62385,20
8.72633,8
7.65416,6
10.0224,9
9.83588,9
10.0089,9
8.37581,18
7.67,17
11.0431,8
10.42,6
10.0486,7
7.61656,19
11.1115,7
7.98038,19
8.27526,19
10.7174,5
6.82477,19
6.72346,22
10.5482,6
10.6826,6
10.7169,6
10.8308,7
8.77488,24
9.30054,9
8.95265,10
6.6469,18
9.34025,9
8.89854,7
8.96088,14
7.98042,30
7.88491,30
9.06107,8
6.82165,18
8.84455,8
8.36194,11
7.33935,17
8.03461,17
6.08615,19
8.12963,10
8.96166,9
6.34816,13
7.50334,29
8.20355,33
9.48472,18
8.2457,30
9.47858,18
6.49367,18
5.81675,21
5.78602,20
6.32379,20
9.52002,10
9.9206,10
4.82271,18
4.73781,15
11.0541,7
5.43475,18
8.71707,6
10.1123,7
10.2536,9
9.1826,16
9.83484,16
9.54314,10
8.34072,15
8.99792,23
10.6144,10
8.90543,14
8.43083,17
8.96697,8
9.0348,13
8.4935,9
9.52463,6
9.72603,6
9.20712,9
9.3096,8
8.12211,7
8.19065,8
7.83095,9
6.94744,12
8.46329,14
11.1015,15
7.70691,10
9.40801,11
7.12146,16
8.36557,16
10.3467,9
7.83514,9
8.85431,9
9.41679,18
8.35672,7
8.13603,6
8.44808,13
9.55039,9
10.3232,8
9.83498,6
10.0536,9
9.55492,12
10.2034,13
7.32574,14
10.1295,16
9.36436,8
10.0296,8
9.99838,8
9.40004,13
10.174,13
8.95923,7
9.77056,9
8.97206,9
10.2026,11
10.1242,11
9.26726,11
9.64362,12
9.68411,13
9.57733,13
10.3132,13
10.1216,11
10.2273,9
10.548,14
11.9154,15
11.3536,15
10.5166,17
10.2587,15
12.5236,10
12.0845,10
12.3796,12
12.0305,25
11.7857,11
12.3956,14
10.6072,14
10.8647,25
11.046,15
12.9388,14
9.59908,18
9.02607,11
11.3413,22
12.8615,12
10.4039,13
12.8168,15
12.766,15
12.3026,16
12.4604,13
11.7529,17
12.0892,14
13.6427,26
13.4751,15
13.6154,18
13.0264,14
12.2788,9
13.3141,15
9.83192,24
9.09831,25
13.1367,13
12.4852,11
11.4008,9
11.6009,15
9.98817,19
12.9651,21
11.9861,17
8.60319,12
10.3815,17
10.1137,21
11.5352,15
12.2983,19
12.1959,10
12.0892,13
13.5666,13
12.4068,14
10.3697,30
11.4362,13
9.53146,9
13.9183,14
10.1808,26
9.64932,11
9.08686,12
12.7725,11
12.349,13
12.6697,11
10.2035,14
10.0381,26
11.5394,13
11.5827,15
10.909,15
8.11209,31
11.8324,10
12.3858,14
14.4188,10
12.8435,19
10.4821,15
12.8082,12
9.24664,14
11.9637,16
10.3506,12
12.3535,14
12.9523,15
10.9028,17
12.7833,20
7.75077,17
9.67041,12
10.2111,17
10.3442,15
11.3751,9
10.7067,10
10.2078,15
11.0699,16
10.3644,15
6.07544,10
9.98981,16
10.8302,17
10.7579,23
6.25187,8
10.9289,11
11.0923,18
10.606,15
11.4605,16
10.9855,10
10.3237,14
9.22416,28
10.7891,15
10.9934,20
10.6698,17
7.14541,20
10.5183,18
10.2436,18
11.4786,30
11.4516,16
10.3359,19
9.72996,18
6.23054,14
10.1935,18
9.17579,13
9.3852,20
9.08029,16
9.83129,23
10.391,36
10.8587,17
9.66741,17
8.97364,17
9.18775,11
10.0908,26
10.2377,16
10.6684,9
6.12979,15
10.7353,10
5.87254,14
5.58248,14
10.4703,15
6.33331,13
11.4464,15
10.6673,12
10.0206,23
6.24617,18
6.1674,15
6.21583,18
5.7393,13
9.70431,43
9.95976,21
6.30565,32
9.94667,20
10.2695,20
9.92088,15
10.2827,22
1.98478,38
3.81259,27
7.79266,16
5.00942,32
8.00963,15
9.91347,18
4.2433,27
5.79233,24
5.30675,24
4.29602,44
7.34387,24
7.75003,36
8.78203,19
10.0434,20
5.07398,28
9.56125,31
4.72321,44
9.17858,35
4.95439,25
10.5349,73
11.1146,59
9.86973,40
9.17341,23
9.28557,23
10.3507,30
7.7169,21
9.97511,26
8.63297,25
7.4145,26
11.5457,52
7.85254,23
11.0435,42
9.85241,18
7.61459,24
11.7592,42
8.42319,30
6.80995,34
10.7442,19
8.79279,30
6.77457,28
10.3973,30
8.49078,22
9.60074,21
9.68897,29
10.512,19
12.0981,27
10.4317,21
7.38586,28
11.5164,29
9.75689,24
10.6864,20
8.92579,28
9.85023,25
9.5804,32
8.8176,19
9.59181,25
9.52488,22
5.875,26
6.4966,29
7.1182,23
9.87823,72
8.85241,61
2.91327,24
5.60099,16
10.6271,67
10.9023,58
11.5817,43
7.67697,15
10.0838,41
6.86049,12
12.2642,51
11.0985,34
3.82738,37
10.355,48
9.35546,50
11.3911,59
10.183,42
12.8954,44
12.2372,42
8.32705,53
5.12908,21
8.39796,32
5.90081,27
8.89158,12
2.89133,21
5.80187,19
7.84949,21
1.7364,21
1.24676,16
3.01865,23
4.69927,22
4.13271,14
1.95089,21
3.08274,15
3.42359,20
2.26029,15
1.72073,14
4.36397,26
2.00144,13
10.5268,34
0.92602,23
11.6371,26
11.5916,18
12.0853,22
3.84356,9
11.197,15
4.87268,26
3.97073,8
9.60102,15
4.80191,11
5.46775,26
4.77921,49
10.4734,16
11.4462,17
11.666,17
11.1942,19
4.11921,21
5.30444,27
10.8555,24
5.31731,23
5.65043,21
5.27924,32
4.28288,21
11.4363,42
5.24218,31
5.34613,17
12.3443,49
11.9417,40
5.36492,24
5.18044,19
12.4963,32
5.47901,23
4.97723,19
5.15495,18
4.92207,22
1.2736,19
4.21044,34
2.22358,25
3.24942,22
4.38823,30
3.74947,59
2.48288,25
9.98843,16
4.71351,31
3.67972,20
10.7121,20
8.53767,26
2.94172,22
10.4276,37
10.3481,27
11.6455,42
9.53878,15
9.46758,26
10.9432,25
10.5476,16
10.5476,18
9.47533,16
3.9596,24
9.91343,11
10.0465,14
11.1803,22
10.6917,16
10.5357,30
9.58992,18
9.60624,21
9.59636,12
8.02239,16
10.4198,21
11.0379,16
9.73639,14
9.35733,12
9.18389,10
11.2882,35
9.30293,18
9.1652,9
11.906,27
10.8755,15
10.2711,15
9.33086,15
9.7937,17
10.7353,14
9.06676,15
10.5092,12
10.8235,11
10.2282,15
9.59008,12
10.0549,12
10.2604,22
10.5909,18
9.68053,11
9.8926,12
9.86523,14
9.09694,12
10.5135,12
9.11655,11
10.3193,28
11.3499,24
9.46264,26
10.7431,24
10.2688,25
12.2062,36
11.0767,28
7.95573,16
9.73282,18
12.176,26
9.1682,36
10.3621,28
10.8045,26
11.2766,36
9.82398,36
7.89987,22
10.0971,25
10.2557,20
10.7715,36
10.7773,33
10.2671,24
8.17982,14
8.70354,16
10.9514,35
10.1317,12
10.9376,14
11.0827,16
10.9249,33
9.42607,22
11.0454,12
11.8087,14
10.5782,26
11.3417,12
10.1818,16
11.6653,25.6
10.8129,12
11.6785,35
10.0282,22
9.22959,35
10.1698,31
12.9018,35
10.9749,31
11.3239,35
11.3588,35
9.39357,10
7.18074,10
8.4728,14
9.16841,36.6
10.7862,36.6
10.826,13
10.2359,13
9.60211,17
11.9614,42
9.542,14
13.1986,37
10.0767,14
11.0455,14
6.08109,41
12.8788,38
9.41512,21
3.35087,41
10.6292,46
5.08399,39
5.41092,43
5.61922,65
7.75354,15
7.37629,14
11.5175,60
7.15516,15
8.49789,36
10.1412,50
9.48129,48
8.94939,14
6.56485,15
10.2545,37
8.22227,48
6.14762,10
5.01362,32
4.97013,16
11.2829,36
11.2668,56
10.5962,50
9.87576,34
9.22337,62
10.7449,25
9.05963,36
9.47991,37
11.2593,25
10.5275,25
12.0282,34
9.08506,44
12.1373,31
9.32415,47
11.7944,18
11.8116,29
11.8025,41
12.58,33
11.0166,18
10.4343,17
12.6575,38
11.39,35
11.6283,33
9.80128,41
10.0318,39
10.7312,36
9.10285,31
11.3141,51
11.5468,30
7.85831,49
7.97989,39
7.7918,47
7.99563,45
7.5145,41
7.99969,47
7.50185,36
8.17418,43
8.0475,50
8.50525,45
7.54132,45
9.1134,36
7.60978,55
6.65451,13
8.13555,49
7.37756,34
7.29166,12
7.26284,47
7.91862,13
7.63449,13
7.95656,13
8.40148,33
8.50813,39
7.454,30
6.60908,12
8.54192,42
7.22772,28
8.50121,33
8.6253,40
8.55388,51
7.90293,53
7.97234,29
9.11029,19
8.56803,30
8.33884,37
8.15371,50
8.08007,25
7.99246,57
8.60639,10
8.24392,22
7.13982,27
8.17145,41
8.87275,14
7.87592,23
7.90675,66
8.501,19
8.25395,30
7.29239,43
8.58031,21
8.95786,13
7.98988,49
7.47404,22
7.74683,61
8.12119,30
9.63564,19
8.30506,18
7.98657,21
7.52093,47
8.50756,38
7.8253,21
8.12944,41
7.80269,21
9.7859,20
7.55933,61
8.0452,43
9.57007,20
8.44193,26
8.02256,18
9.2664,20
8.06251,22
7.28739,33
7.81368,25
8.17553,37
8.4042,24
8.23154,34
8.32701,32
9.16103,22
9.50309,38
7.92631,15
9.57513,34
8.94415,52
7.84918,16
9.61794,45
8.51211,16
8.13252,28
9.17097,37
9.12608,39
8.6639,39
8.07197,51
8.48884,24
8.49798,21
9.12684,45
8.83678,26
7.78663,33
9.56601,70
8.53519,25
8.20416,19
9.521,41
7.91083,28
8.51889,34
10.3765,66
9.25428,51
9.40764,17
7.27826,31
9.41188,19
7.74571,39
9.18499,70
7.60019,41
9.60158,49
9.41228,59
9.47477,62
9.11751,13
9.0619,13
9.20843,21
8.47158,19
9.1595,67
8.34081,82
9.79949,73
9.45286,77
9.17423,82
8.45816,74
8.12854,28
